Project,Package,Class,Method,Smell,Description,Method start line no,File
commons-lang,org.apache.commons.lang3.exception,DefaultExceptionContext,getFormattedExceptionMessage,Magic Number,The method contains a magic number: 256,98,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/exception/DefaultExceptionContext.java
commons-lang,org.apache.commons.lang3.exception,ExceptionUtils,getCause,Long Statement,The length of the statement "return Stream.of(methodNames).map(m -> getCauseUsingMethodName(throwable`m)).filter(Objects::nonNull).findFirst().orElse(null);" is 127.,218,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/exception/ExceptionUtils.java
commons-lang,org.apache.commons.lang3.exception,ExceptionUtils,getCauseUsingMethodName,Empty catch clause,The method has an empty catch block.,246,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/exception/ExceptionUtils.java
commons-lang,org.apache.commons.lang3.exception,ExceptionUtils,indexOf,Complex Method,Cyclomatic complexity of the method is 9,567,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/exception/ExceptionUtils.java
commons-lang,org.apache.commons.lang3.exception,ExceptionUtils,throwableOf,Complex Method,Cyclomatic complexity of the method is 9,900,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/exception/ExceptionUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createBigInteger,Complex Method,Cyclomatic complexity of the method is 9,194,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createBigInteger,Magic Number,The method contains a magic number: 10,194,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createBigInteger,Magic Number,The method contains a magic number: 16,194,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createBigInteger,Magic Number,The method contains a magic number: 2,194,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createBigInteger,Magic Number,The method contains a magic number: 16,194,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createBigInteger,Magic Number,The method contains a magic number: 8,194,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Conditional,The conditional expression hexDigits > 16 || hexDigits == 16 && firstSigDigit > '7' is complex.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Conditional,The conditional expression hexDigits > 8 || hexDigits == 8 && firstSigDigit > '7' is complex.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Conditional,The conditional expression dec == null && exp == null && (!numeric.isEmpty() && numeric.charAt(0) == '-' && isDigits(numeric.substring(1)) || isDigits(numeric)) is complex.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Conditional,The conditional expression !(f.isInfinite() || f.floatValue() == 0.0F && !isZero(mant`dec)) is complex.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Conditional,The conditional expression !(d.isInfinite() || d.doubleValue() == 0.0D && !isZero(mant`dec)) is complex.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Conditional,The conditional expression !f.isInfinite() && !(f.floatValue() == 0.0F && !isZero(mant`dec)) && f.toString().equals(d.toString()) is complex.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Conditional,The conditional expression !d.isInfinite() && !(d.doubleValue() == 0.0D && !isZero(mant`dec)) is complex.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Complex Method,Cyclomatic complexity of the method is 33,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Empty catch clause,The method has an empty catch block.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Empty catch clause,The method has an empty catch block.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Empty catch clause,The method has an empty catch block.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Empty catch clause,The method has an empty catch block.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Empty catch clause,The method has an empty catch block.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Empty catch clause,The method has an empty catch block.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Empty catch clause,The method has an empty catch block.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Long Method,The method has 152 lines of code.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Long Statement,The length of the statement "case 'l':case 'L': if (dec == null && exp == null && (!numeric.isEmpty() && numeric.charAt(0) == '-' && isDigits(numeric.substring(1)) || isDigits(numeric))) {" is 159.,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Magic Number,The method contains a magic number: 16,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Magic Number,The method contains a magic number: 16,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Magic Number,The method contains a magic number: 8,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,NumberUtils,createNumber,Magic Number,The method contains a magic number: 8,322,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/NumberUtils.java
commons-lang,org.apache.commons.lang3.math,Fraction,getFraction,Magic Number,The method contains a magic number: 10000,119,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,getFraction,Magic Number,The method contains a magic number: 25,119,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,getFraction,Magic Number,The method contains a magic number: 25,119,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,getReducedFraction,Magic Number,The method contains a magic number: 2,294,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,getReducedFraction,Magic Number,The method contains a magic number: 2,294,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Complex Method,Cyclomatic complexity of the method is 11,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Magic Number,The method contains a magic number: 31,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Magic Number,The method contains a magic number: 2,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Magic Number,The method contains a magic number: 2,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Magic Number,The method contains a magic number: 31,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Magic Number,The method contains a magic number: 2,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Magic Number,The method contains a magic number: 2,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,greatestCommonDivisor,Magic Number,The method contains a magic number: 2,333,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,addSub,Magic Number,The method contains a magic number: 31,509,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,multiplyBy,Long Statement,The length of the statement "return getReducedFraction(mulAndCheck(numerator / d1`fraction.numerator / d2)`mulPosAndCheck(denominator / d2`fraction.denominator / d1));" is 138.,755,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,pow,Magic Number,The method contains a magic number: 2,793,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,pow,Magic Number,The method contains a magic number: 2,793,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,pow,Magic Number,The method contains a magic number: 2,793,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,pow,Magic Number,The method contains a magic number: 2,793,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,Fraction,pow,Magic Number,The method contains a magic number: 2,793,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/math/Fraction.java
commons-lang,org.apache.commons.lang3.math,NumberUtilsBenchmark,testShortcircuitCheck,Long Statement,The length of the statement "return !f.isInfinite() && !(f.floatValue() == 0.0F && !isZero(mant`dec)) && (d.floatValue() == d.doubleValue() || f.toString().equals(d.toString()));" is 149.,206,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/test/java/org/apache/commons/lang3/math/NumberUtilsBenchmark.java
commons-lang,org.apache.commons.lang3.stream,LangCollectors,joining,Long Statement,The length of the statement "return new SimpleCollector<>(StringBuilder::new`StringBuilder::append`StringBuilder::append`StringBuilder::toString`CH_NOID);" is 125.,115,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/stream/LangCollectors.java
commons-lang,org.apache.commons.lang3.stream,LangCollectors,joining,Long Statement,The length of the statement "return new SimpleCollector<>(() -> new StringJoiner(delimiter`prefix`suffix)`(a`t) -> a.add(toString.apply(t))`StringJoiner::merge`StringJoiner::toString`CH_NOID);" is 163.,185,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/stream/LangCollectors.java
commons-lang,org.apache.commons.lang3.stream,Streams,of,Long Statement,The length of the statement "return iterator == null ? Stream.empty() : StreamSupport.stream(Spliterators.spliteratorUnknownSize(iterator`Spliterator.ORDERED)`false);" is 137.,703,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/stream/Streams.java
commons-lang,org.apache.commons.lang3.text,WordUtils,initials,Complex Conditional,The conditional expression Character.isHighSurrogate(ch) && i + 1 < strLen && Character.isLowSurrogate(str.charAt(i + 1)) is complex.,234,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/WordUtils.java
commons-lang,org.apache.commons.lang3.text,WordUtils,wrap,Complex Method,Cyclomatic complexity of the method is 14,544,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/WordUtils.java
commons-lang,org.apache.commons.lang3.text,WordUtils,wrap,Long Parameter List,The method has 5 parameters. ,544,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/WordUtils.java
commons-lang,org.apache.commons.lang3.text,WordUtils,wrap,Long Statement,The length of the statement "Matcher matcher=patternToWrapOn.matcher(str.substring(offset`Math.min((int)Math.min(Integer.MAX_VALUE`offset + wrapLength + 1L)`inputLineLength)));" is 147.,544,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/WordUtils.java
commons-lang,org.apache.commons.lang3.text,WordUtils,wrap,Magic Number,The method contains a magic number: 32,544,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/WordUtils.java
commons-lang,org.apache.commons.lang3.text,FormattableUtils,append,Long Parameter List,The method has 5 parameters. ,47,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/FormattableUtils.java
commons-lang,org.apache.commons.lang3.text,FormattableUtils,append,Long Parameter List,The method has 6 parameters. ,64,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/FormattableUtils.java
commons-lang,org.apache.commons.lang3.text,FormattableUtils,append,Long Parameter List,The method has 7 parameters. ,81,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/FormattableUtils.java
commons-lang,org.apache.commons.lang3.text,FormattableUtils,append,Long Statement,The length of the statement "Validate.isTrue(ellipsis == null || precision < 0 || ellipsis.length() <= precision`"Specified ellipsis '%1$s' exceeds precision of %2$s"`ellipsis`Integer.valueOf(precision));" is 175.,81,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/FormattableUtils.java
commons-lang,org.apache.commons.lang3.text,FormattableUtils,append,Long Parameter List,The method has 6 parameters. ,110,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/FormattableUtils.java
commons-lang,org.apache.commons.lang3.text,StrSubstitutor,StrSubstitutor,Long Parameter List,The method has 5 parameters. ,317,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java
commons-lang,org.apache.commons.lang3.text,StrSubstitutor,StrSubstitutor,Long Parameter List,The method has 5 parameters. ,359,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java
commons-lang,org.apache.commons.lang3.text,StrSubstitutor,StrSubstitutor,Long Parameter List,The method has 5 parameters. ,391,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java
commons-lang,org.apache.commons.lang3.text,StrSubstitutor,checkCyclicSubstitution,Magic Number,The method contains a magic number: 256,411,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java
commons-lang,org.apache.commons.lang3.text,StrSubstitutor,substitute,Complex Method,Cyclomatic complexity of the method is 18,1102,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java
commons-lang,org.apache.commons.lang3.text,StrSubstitutor,substitute,Long Identifier,The length of the identifier substitutionInVariablesEnabled is 30.,1102,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java
commons-lang,org.apache.commons.lang3.text,StrSubstitutor,substitute,Long Method,The method has 104 lines of code.,1102,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,isQuote,Long Parameter List,The method has 5 parameters. ,609,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,readNextToken,Complex Conditional,The conditional expression removeLen == 0 || getDelimiterMatcher().isMatch(srcChars`start`start`len) > 0 || getQuoteMatcher().isMatch(srcChars`start`start`len) > 0 is complex.,702,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,readNextToken,Long Parameter List,The method has 5 parameters. ,702,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,readNextToken,Long Statement,The length of the statement "final int removeLen=Math.max(getIgnoredMatcher().isMatch(srcChars`start`start`len)`getTrimmerMatcher().isMatch(srcChars`start`start`len));" is 138.,702,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,readNextToken,Long Statement,The length of the statement "if (removeLen == 0 || getDelimiterMatcher().isMatch(srcChars`start`start`len) > 0 || getQuoteMatcher().isMatch(srcChars`start`start`len) > 0) {" is 143.,702,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,readWithQuotes,Complex Method,Cyclomatic complexity of the method is 9,749,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,readWithQuotes,Long Parameter List,The method has 7 parameters. ,749,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrTokenizer,readWithQuotes,Magic Number,The method contains a magic number: 2,749,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrTokenizer.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,append,Magic Number,The method contains a magic number: 4,324,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,append,Magic Number,The method contains a magic number: 5,324,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,ensureCapacity,Magic Number,The method contains a magic number: 2,1844,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,hashCode,Magic Number,The method contains a magic number: 31,1986,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,insert,Magic Number,The method contains a magic number: 4,2103,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,insert,Magic Number,The method contains a magic number: 4,2103,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,insert,Magic Number,The method contains a magic number: 4,2103,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,insert,Magic Number,The method contains a magic number: 5,2103,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,insert,Magic Number,The method contains a magic number: 5,2103,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,insert,Magic Number,The method contains a magic number: 5,2103,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,replace,Long Parameter List,The method has 5 parameters. ,2556,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,replaceImpl,Long Parameter List,The method has 5 parameters. ,2686,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,replaceImpl,Long Parameter List,The method has 5 parameters. ,2711,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,StrBuilder,reverse,Magic Number,The method contains a magic number: 2,2749,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/StrBuilder.java
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormat,applyPattern,Complex Method,Cyclomatic complexity of the method is 11,178,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormat,hashCode,Magic Number,The method contains a magic number: 31,311,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormat,insertFormats,Complex Method,Cyclomatic complexity of the method is 8,318,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormat,insertFormats,Magic Number,The method contains a magic number: 2,318,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormat,readArgumentIndex,Complex Conditional,The conditional expression (c == START_FMT || c == END_FE) && result.length() > 0 is complex.,407,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormat,readArgumentIndex,Empty catch clause,The method has an empty catch block.,407,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
commons-lang,org.apache.commons.lang3.text,ExtendedMessageFormat,readArgumentIndex,Long Statement,The length of the statement "throw new IllegalArgumentException("Invalid format argument index at position " + start + ": "+ pattern.substring(start`pos.getIndex()));" is 137.,407,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 0xffff,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 12,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 15,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 8,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 15,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 4,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 15,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,UnicodeEscaper,translate,Magic Number,The method contains a magic number: 15,121,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java
commons-lang,org.apache.commons.lang3.text.translate,CharSequenceTranslator,translate,Magic Number,The method contains a magic number: 2,61,/data/henrique/multiagent_refactoring/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/text/translate/CharSequenceTranslator.java
